Tokens,Tags,Polarities
"['The', 'space', 'is', 'a', 'bit', 'too', 'small', 'for', 'live', 'music', 'so', 'on', 'jazz', 'nights', 'it', 'can', 'be', 'loud', 'and', 'cramped']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'space', 'is', 'a', 'bit', 'too', 'small', 'for', 'live', 'music', 'so', 'on', 'jazz', 'nights', 'it', 'can', 'be', 'loud', 'and', 'cramped']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Good', 'was', 'average', 'but', 'taste']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['Fig', 'Long', 'gets', 'big', 'Was', 'for', 'a', 'fine', 'establishment']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['The', 'entree', 'was', 'bland', 'and', 'small', 'dessert', 'was', 'not', 'inspired']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'entree', 'was', 'bland', 'and', 'small', 'dessert', 'was', 'not', 'inspired']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1]"
"['The', 'staff', 'was', 'the', 'friendliest', 'that', 'have', 'seen', 'in', 'New', 'Work']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['With', 'the', 'exception', 'of', 'our', 'lemon', 'salad', 'that', 'had', 'so', 'much', 'pepper', 'on', 'it', 'that', 'our', 'eyes', 'started', 'watering', 'the', 'food', 'here', 'was', 'decent', 'not', 'great']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]"
"['With', 'the', 'exception', 'of', 'our', 'lemon', 'salad', 'that', 'had', 'so', 'much', 'pepper', 'on', 'it', 'that', 'our', 'eyes', 'started', 'watering', 'the', 'food', 'here', 'was', 'decent', 'not', 'great']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['With', 'the', 'exception', 'of', 'our', 'lemon', 'salad', 'that', 'had', 'so', 'much', 'pepper', 'on', 'it', 'that', 'our', 'eyes', 'started', 'watering', 'the', 'food', 'here', 'was', 'decent', 'not', 'great']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'Had', 'that', 'lad', 'war', 'and', 'various', 'other', 'dishes', 'all', 'look', 'good', 'on', 'paper', 'but', 'I', 've', 'had', 'better', 'that', 'food', 'in', 'less', 'pathetically', 'pleasing', 'places']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['The', 'Had', 'that', 'lad', 'war', 'and', 'various', 'other', 'dishes', 'all', 'look', 'good', 'on', 'paper', 'but', 'I', 've', 'had', 'better', 'that', 'food', 'in', 'less', 'pathetically', 'pleasing', 'places']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1]"
"['Delicious', 'food', 'at', 'a', 'great', 'price', 'but', 'do', 'not', 'go', 'here', 'on', 'a', 'cold', 'day', 'and', 'sit', 'by', 'the', 'front', 'door']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Delicious', 'food', 'at', 'a', 'great', 'price', 'but', 'do', 'not', 'go', 'here', 'on', 'a', 'cold', 'day', 'and', 'sit', 'by', 'the', 'front', 'door']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Delicious', 'food', 'at', 'a', 'great', 'price', 'but', 'do', 'not', 'go', 'here', 'on', 'a', 'cold', 'day', 'and', 'sit', 'by', 'the', 'front', 'door']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1]"
"['my', 'pick', 'Guizhou', 'chicken', 'fish', 'with', 'hot', 'bean', 'source', 'fish', 'filled', 'in', 'spice', 'source', 'LRB', 'special', 'menu', 'RRB']","[0, 0, 0, 1, 2, 0, 1, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 0, 1, 2, 0, 0]","[-1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['my', 'pick', 'Guizhou', 'chicken', 'fish', 'with', 'hot', 'bean', 'source', 'fish', 'filled', 'in', 'spice', 'source', 'LRB', 'special', 'menu', 'RRB']","[0, 0, 0, 1, 2, 0, 1, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 0, 1, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, 2, 2, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['my', 'pick', 'Guizhou', 'chicken', 'fish', 'with', 'hot', 'bean', 'source', 'fish', 'filled', 'in', 'spice', 'source', 'LRB', 'special', 'menu', 'RRB']","[0, 0, 0, 1, 2, 0, 1, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 0, 1, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, 2, 2, -1, -1, -1, -1, -1]"
"['my', 'pick', 'Guizhou', 'chicken', 'fish', 'with', 'hot', 'bean', 'source', 'fish', 'filled', 'in', 'spice', 'source', 'LRB', 'special', 'menu', 'RRB']","[0, 0, 0, 1, 2, 0, 1, 2, 2, 2, 2, 0, 1, 2, 2, 2, 2, 0, 1, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1]"
"['Overall', 'I', 'm', 'still', 'impressed', 'that', 'the', 'place', 'even', 'exists', 'and', 'the', 'prices', 'are', 'quite', 'decent', 'but', 'then', 'again', 'its', 'Chinatown']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Admittedly', 'some', 'nights', 'inside', 'the', 'restaurant', 'were', 'rather', 'warm', 'but', 'the', 'open', 'kitchen', 'is', 'part', 'of', 'the', 'charm']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1]"
"['Dizzy', 'was', 'a', 'little', 'foggy']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['The', 'food', 'includes', 'famous', 'scrumptious', 'bombay', 'style', 'chart', 'such', 'as', 'bhelpuri', 'sevpuri', 'and', 'samoa', 'charts', 'as', 'well', 'as', 'other', 'great', 'indian', 'appetizers']","[0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'food', 'includes', 'famous', 'scrumptious', 'bombay', 'style', 'chart', 'such', 'as', 'bhelpuri', 'sevpuri', 'and', 'samoa', 'charts', 'as', 'well', 'as', 'other', 'great', 'indian', 'appetizers']","[0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'food', 'includes', 'famous', 'scrumptious', 'bombay', 'style', 'chart', 'such', 'as', 'bhelpuri', 'sevpuri', 'and', 'samoa', 'charts', 'as', 'well', 'as', 'other', 'great', 'indian', 'appetizers']","[0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'food', 'includes', 'famous', 'scrumptious', 'bombay', 'style', 'chart', 'such', 'as', 'bhelpuri', 'sevpuri', 'and', 'samoa', 'charts', 'as', 'well', 'as', 'other', 'great', 'indian', 'appetizers']","[0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'food', 'includes', 'famous', 'scrumptious', 'bombay', 'style', 'chart', 'such', 'as', 'bhelpuri', 'sevpuri', 'and', 'samoa', 'charts', 'as', 'well', 'as', 'other', 'great', 'indian', 'appetizers']","[0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1]"
"['The', 'food', 'includes', 'famous', 'scrumptious', 'bombay', 'style', 'chart', 'such', 'as', 'bhelpuri', 'sevpuri', 'and', 'samoa', 'charts', 'as', 'well', 'as', 'other', 'great', 'indian', 'appetizers']","[0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'Singapore', 'Ai', 'Run', 'had', 'of', 'carry', 'flavor', 'whatsoever']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0]","[-1, 0, 0, 0, -1, -1, -1, -1, -1, -1]"
"['The', 'Singapore', 'Ai', 'Run', 'had', 'of', 'carry', 'flavor', 'whatsoever']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, 0, -1, -1]"
"['The', 'only', 'problem', 'is', 'that', 'the', 'manager', 'is', 'a', 'complete', 'incompetent']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]"
"['The', 'wine', 'list', 'is', 'interesting', 'and', 'has', 'many', 'good', 'values']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'm', 'still', 'mad', 'that', 'i', 'had', 'to', 'pay', 'for', 'louse', 'food']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['His', 'restaurant', 'used', 'to', 'be', 'our', 'regular', 'Thursday', 'night', 'dinner', 'location']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1]"
"['Definite', 'go', 'if', 'you', 're', 'used', 'to', 'good', 'Indian', 'restaurant', 'food', 'from', 'abroad']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, 2, 2, -1, -1, -1]"
"['THR', 'of', 'MOSHPHERE', 'of', 'COMPACT', 'MODERN', 'YET', 'COZY']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['By', 'far', 'the', 'best', 'penza', 'in', 'Manhattan']","[0, 0, 0, 0, 0, 1, 0, 0, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1]"
"['Recent', 'That', 'food', 'in', 'cut', 'though', 'a', 'bit', 'dank', 'little', 'Polite', 'hangout', 'BUT', 'service', 'terrible']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Recent', 'That', 'food', 'in', 'cut', 'though', 'a', 'bit', 'dank', 'little', 'Polite', 'hangout', 'BUT', 'service', 'terrible']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
"['The', 'waiter', 'actually', 'poured', 'water', 'on', 'my', 'hand', 'and', 'walked', 'away']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'waiter', 'actually', 'poured', 'water', 'on', 'my', 'hand', 'and', 'walked', 'away']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'food', 'is', 'mostly', 'made', 'from', 'scratch', 'fresh', 'and', 'well', 'prepared']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Horse', 'of', 'all', '60', 'was', 'erroneously', 'added', 'to', 'our', '80', 'bill']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['of', 'more', 'reservations', 'expensive', 'tips', 'and', 'annoying', 'stuff']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, 2, -1, -1, -1, -1, -1, -1, -1]"
"['of', 'more', 'reservations', 'expensive', 'tips', 'and', 'annoying', 'stuff']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1]"
"['of', 'more', 'reservations', 'expensive', 'tips', 'and', 'annoying', 'stuff']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['Cry', 'the', 'sea', 'bass']","[0, 0, 1, 2, 0]","[-1, -1, 2, 2, -1]"
"['20', 'gets', 'you', 'unlimited', 'such', 'of', 'a', 'very', 'high', 'quality', 'I', 'even', 'took', 'a', 'friend', 'here', 'from', 'Japan', 'who', 'said', 'it', 'was', 'one', 'of', 'the', 'best', 'such', 'places', 'in', 'the', 'of', 'that', 'he', 'has', 'been', 'to']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['20', 'gets', 'you', 'unlimited', 'such', 'of', 'a', 'very', 'high', 'quality', 'I', 'even', 'took', 'a', 'friend', 'here', 'from', 'Japan', 'who', 'said', 'it', 'was', 'one', 'of', 'the', 'best', 'such', 'places', 'in', 'the', 'of', 'that', 'he', 'has', 'been', 'to']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['20', 'gets', 'you', 'unlimited', 'such', 'of', 'a', 'very', 'high', 'quality', 'I', 'even', 'took', 'a', 'friend', 'here', 'from', 'Japan', 'who', 'said', 'it', 'was', 'one', 'of', 'the', 'best', 'such', 'places', 'in', 'the', 'of', 'that', 'he', 'has', 'been', 'to']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Tushin', 'was', 'it', 'anything', 'spectacular', 'for', 'the', 'price']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","[1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Tushin', 'was', 'it', 'anything', 'spectacular', 'for', 'the', 'price']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['During', 'our', 'meal', 'the', 'management', 'came', 'over', 'and', 'checked', 'on', 'us', 'and', 'even', 'bought', 'us', 'a', 'round', 'of', 'drinks']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['During', 'our', 'meal', 'the', 'management', 'came', 'over', 'and', 'checked', 'on', 'us', 'and', 'even', 'bought', 'us', 'a', 'round', 'of', 'drinks']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]","[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['During', 'our', 'meal', 'the', 'management', 'came', 'over', 'and', 'checked', 'on', 'us', 'and', 'even', 'bought', 'us', 'a', 'round', 'of', 'drinks']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1]"
"['But', 'they', 'do', 'it', 'have', 'a', 'master', 'which', 'is', 'strange']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]"
"['To', 'for', 'good', 'food', 'i', 'd', 'recommend', 'it', 'but', 'not', 'for', 'a', 'fun', 'night', 'out']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'menu', 'choice', 'are', 'similar', 'but', 'the', 'taste', 'lacked', 'more', 'flavor', 'than', 'it', 'looked']","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'menu', 'choice', 'are', 'similar', 'but', 'the', 'taste', 'lacked', 'more', 'flavor', 'than', 'it', 'looked']","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[-1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'menu', 'choice', 'are', 'similar', 'but', 'the', 'taste', 'lacked', 'more', 'flavor', 'than', 'it', 'looked']","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1]"
"['A', 'must', 'for', 'all', 'the', 'Rosa', 'lovers']","[0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, -1, -1, 2, -1, -1]"
"['The', 'portions', 'are', 'HUGE', 'so', 'it', 'might', 'be', 'good', 'to', 'order', 'three', 'things', 'to', 'split', 'LRB', 'rather', 'than', 'one', 'appetite', 'and', 'entree', 'per', 'person', 'RRB', 'for', 'two', 'people']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'portions', 'are', 'HUGE', 'so', 'it', 'might', 'be', 'good', 'to', 'order', 'three', 'things', 'to', 'split', 'LRB', 'rather', 'than', 'one', 'appetite', 'and', 'entree', 'per', 'person', 'RRB', 'for', 'two', 'people']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'portions', 'are', 'HUGE', 'so', 'it', 'might', 'be', 'good', 'to', 'order', 'three', 'things', 'to', 'split', 'LRB', 'rather', 'than', 'one', 'appetite', 'and', 'entree', 'per', 'person', 'RRB', 'for', 'two', 'people']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'appetizers', 'are', 'just', 'of', 'and', 'the', 'main', 'courses', 'were', 'decidedly', 'supper']","[0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'appetizers', 'are', 'just', 'of', 'and', 'the', 'main', 'courses', 'were', 'decidedly', 'supper']","[0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1]"
"['Someone', 'else', 'recommended', 'the', 'dessert', 'we', 'also', 'left', 'that']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1]"
"['The', 'exotic', 'food', 'is', 'beautifully', 'presented', 'and', 'is', 'a', 'delight', 'in', 'delicious', 'combinations']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'staff', 'is', 'very', 'attentive', 'and', 'we', 'can', 'almost', 'always', 'get', 'a', 'table']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'staff', 'is', 'very', 'attentive', 'and', 'we', 'can', 'almost', 'always', 'get', 'a', 'table']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['Cry', 'the', 'mediterranean', 'salad', 'it', 'is', 'a', 'true', 'experience', 'for', 'your', 'taste', 'buds']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['People', 'are', 'always', 'friendly']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['The', 'cream', 'cheese', 'are', 'out', 'of', 'this', 'world', 'and', 'I', 'love', 'that', 'coffee']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'cream', 'cheese', 'are', 'out', 'of', 'this', 'world', 'and', 'I', 'love', 'that', 'coffee']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['From', 'the', 'entries', 'to', 'the', 'sides', 'to', 'the', 'drinks', 'everything', 'was', 'relatively', 'prepared', 'yet', 'still', 'simple']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
